Symbol,Company,Market,Sector,Priority,Enabled
FBIN,"Fortune Brands Innovations, Inc. Common Stock",NYSE,Unknown,Normal,Yes
FBK,FB Financial Corporation Common Stock,NYSE,Unknown,Normal,Yes
FBP,First BanCorp. New Common Stock,NYSE,Unknown,Normal,Yes
FBRT,"Franklin BSP Realty Trust, Inc. Common Stock",NYSE,Unknown,Normal,Yes
FC,Franklin Covey Company Common Stock,NYSE,Unknown,Normal,Yes
FCBM,"First Carolina Financial Services, Inc. Common Stock",NYSE,Unknown,Normal,Yes
FCF,First Commonwealth Financial Corporation Common Stock,NYSE,Unknown,Normal,Yes
FCN,"FTI Consulting, Inc. Common Stock",NYSE,Unknown,Normal,Yes
FCPT,"Four Corners Property Trust, Inc. Common Stock",NYSE,Unknown,Normal,Yes
FCX,"Freeport-McMoRan, Inc. Common Stock",NYSE,Unknown,Normal,Yes
FDS,FactSet Research Systems Inc. Common Stock,NYSE,Unknown,Normal,Yes
FDX,FedEx Corporation Common Stock,NYSE,Unknown,Normal,Yes
FDXF,"FedEx Freight Holding Company, Inc. Common Stock",NYSE,Unknown,Normal,Yes
FE,FirstEnergy Corp. Common Stock,NYSE,Unknown,Normal,Yes
FEDU,"Four Seasons Education (Cayman) Inc. American Depositary Shares, each ADS representing 10 ordinary shares",NYSE,Unknown,Normal,Yes
FENG,"Phoenix New Media Limited American Depositary Shares, each representing 48 Class A ordinary shares.",NYSE,Unknown,Normal,Yes
FERG,Ferguson Enterprises Inc. Common Stock,NYSE,Unknown,Normal,Yes
FET,"Forum Energy Technologies, Inc. Common Stock",NYSE,Unknown,Normal,Yes
FF,FutureFuel Corp.  Common shares,NYSE,Unknown,Normal,Yes
FG,"F&G Annuities & Life, Inc. Common Stock",NYSE,Unknown,Normal,Yes
FHI,"Federated Hermes, Inc. Common Stock",NYSE,Unknown,Normal,Yes
FHN,First Horizon Corporation Common Stock,NYSE,Unknown,Normal,Yes
FICO,Fair Isaac Corporation Common Stock,NYSE,Unknown,Normal,Yes
FIG,"Figma, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
FIGS,"FIGS, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
FINS,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,NYSE,Unknown,Normal,Yes
FINV,FinVolution Group American Depositary Shares,NYSE,Unknown,Normal,Yes
FIRY,Firy Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
FIS,"Fidelity National Information Services, Inc. Common Stock",NYSE,Unknown,Normal,Yes
FITB,Fifth Third Bancorp Common Stock,NYSE,Unknown,Normal,Yes
FIX,"Comfort Systems USA, Inc. Common Stock",NYSE,Unknown,Normal,Yes
FLG,"Flagstar Bank, N.A. Common Stock",NYSE,Unknown,Normal,Yes
FLNG,FLEX LNG Ltd. Ordinary Shares,NYSE,Unknown,Normal,Yes
FLO,"Flowers Foods, Inc. Common Stock",NYSE,Unknown,Normal,Yes
FLOC,Flowco Holdings Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
FLR,Fluor Corporation Common Stock,NYSE,Unknown,Normal,Yes
FLS,Flowserve Corporation Common Stock,NYSE,Unknown,Normal,Yes
FLUT,Flutter Entertainment plc Ordinary Shares,NYSE,Unknown,Normal,Yes
FMC,FMC Corporation Common Stock,NYSE,Unknown,Normal,Yes
FMS,Fresenius Medical Care AG American Depositary Shares (Each representing 1/2 of an Ordinary Share),NYSE,Unknown,Normal,Yes
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,NYSE,Unknown,Normal,Yes
FN,Fabrinet Ordinary Shares,NYSE,Unknown,Normal,Yes
FNB,F.N.B. Corporation Common Stock,NYSE,Unknown,Normal,Yes
FND,"Floor & Decor Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
FNF,"Fidelity National Financial, Inc. Common Stock",NYSE,Unknown,Normal,Yes
FNV,Franco-Nevada Corporation,NYSE,Unknown,Normal,Yes
FOA,Finance of America Companies Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
FOR,Forestar Group Inc Common Stock,NYSE,Unknown,Normal,Yes
FOUR,"Shift4 Payments, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
FPH,"Five Point Holdings, LLC Class A Common Shares",NYSE,Unknown,Normal,Yes
FPI,Farmland Partners Inc. Common Stock,NYSE,Unknown,Normal,Yes
FPS,"Forgent Power Solutions, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
FR,"First Industrial Realty Trust, Inc. Common Stock",NYSE,Unknown,Normal,Yes
FRO,Frontline Plc Ordinary Shares,NYSE,Unknown,Normal,Yes
FRT,Federal Realty Investment Trust Common Stock,NYSE,Unknown,Normal,Yes
FSK,FS KKR Capital Corp. Common Stock,NYSE,Unknown,Normal,Yes
FSM,Fortuna Mining Corp. Common Shares,NYSE,Unknown,Normal,Yes
FSS,Federal Signal Corporation Common Stock,NYSE,Unknown,Normal,Yes
FT,Franklin Universal Trust Common Stock,NYSE,Unknown,Normal,Yes
FTI,TechnipFMC plc Ordinary Share,NYSE,Unknown,Normal,Yes
FTK,"Flotek Industries, Inc. Common Stock",NYSE,Unknown,Normal,Yes
FTS,Fortis Inc. Common Shares,NYSE,Unknown,Normal,Yes
FTV,Fortive Corporation Common Stock,NYSE,Unknown,Normal,Yes
FTW,Presidio Production Company Class A Common Stock,NYSE,Unknown,Normal,Yes
FUBO,FuboTV Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
FUL,H. B. Fuller Company Common Stock,NYSE,Unknown,Normal,Yes
FUN,Six Flags Entertainment Corporation Common Stock New,NYSE,Unknown,Normal,Yes
FVR,"FrontView REIT, Inc. Common Stock",NYSE,Unknown,Normal,Yes
FVRR,"Fiverr International Ltd. Ordinary Shares, no par value",NYSE,Unknown,Normal,Yes
G,Genpact Limited Common Stock,NYSE,Unknown,Normal,Yes
GAB,"Gabelli Equity Trust, Inc. (The) Common Stock",NYSE,Unknown,Normal,Yes
GAM,"General American Investors, Inc. Common Stock",NYSE,Unknown,Normal,Yes
GAP,"Gap, Inc. (The) Common Stock",NYSE,Unknown,Normal,Yes
GATX,GATX Corporation Common Stock,NYSE,Unknown,Normal,Yes
GBCI,"Glacier Bancorp, Inc. Common Stock",NYSE,Unknown,Normal,Yes
GBTG,"Global Business Travel Group, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
GBX,"Greenbrier Companies, Inc. (The) Common Stock",NYSE,Unknown,Normal,Yes
GCO,Genesco Inc. Common Stock,NYSE,Unknown,Normal,Yes
GCTS,"GCT Semiconductor Holding, Inc. Common Stock",NYSE,Unknown,Normal,Yes
GD,General Dynamics Corporation Common Stock,NYSE,Unknown,Normal,Yes
GDDY,GoDaddy Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
GDOT,"Green Dot Corporation Class A Common Stock, $0.001 par value",NYSE,Unknown,Normal,Yes
GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,NYSE,Unknown,Normal,Yes
GE,GE Aerospace Common Stock,NYSE,Unknown,Normal,Yes
GEF,Greif Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
GEF-B,"Greif, Inc. Corporation Class B Common Stock",NYSE,Unknown,Normal,Yes
GENI,Genius Sports Limited Ordinary Shares,NYSE,Unknown,Normal,Yes
GEO,Geo Group Inc (The) REIT,NYSE,Unknown,Normal,Yes
GETY,"Getty Images Holdings, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
GEV,GE Vernova Inc. Common Stock,NYSE,Unknown,Normal,Yes
GFF,Griffon Corporation Common Stock,NYSE,Unknown,Normal,Yes
GFI,Gold Fields Limited American Depositary Shares,NYSE,Unknown,Normal,Yes
GFL,"GFL Environmental Inc. Subordinate voting shares, no par value",NYSE,Unknown,Normal,Yes
GFR,Greenfire Resources Ltd. Common Shares,NYSE,Unknown,Normal,Yes
GGB,Gerdau S.A. Common Stock,NYSE,Unknown,Normal,Yes
GGG,Graco Inc. Common Stock,NYSE,Unknown,Normal,Yes
GGT,"Gabelli Multi-Media Trust, Inc. (The) Common Stock",NYSE,Unknown,Normal,Yes
GGZ,Gabelli Global Small and Mid Cap Value Trust (The) Common Shares of Beneficial Interest,NYSE,Unknown,Normal,Yes
GHC,Graham Holdings Company Common Stock,NYSE,Unknown,Normal,Yes
GHG,"GreenTree Hospitality Group Ltd. American depositary shares, each representing one Class A ordinary share",NYSE,Unknown,Normal,Yes
GHM,Graham Corporation Common Stock,NYSE,Unknown,Normal,Yes
GIB,CGI Inc. Common Stock,NYSE,Unknown,Normal,Yes
GIC,Global Industrial Company Common Stock,NYSE,Unknown,Normal,Yes
GIL,"Gildan Activewear, Inc. Class A Sub. Vot. Common Stock",NYSE,Unknown,Normal,Yes
GIS,"General Mills, Inc. Common Stock",NYSE,Unknown,Normal,Yes
GJH,Synthetic Fixed-Income Securities Inc 6.375% (STRATS) Cl A-1,NYSE,Unknown,Normal,Yes
GJO,"Synthetic Fixed-Income Securities, Inc. on behalf of STRATS(SM) Trust for Wal-Mart Stores, Inc. Securities, Series 2004-5",NYSE,Unknown,Normal,Yes
GJP,"Synthetic Fixed-Income Securities, Inc. on behalf of STRATS (SM) Trust for Dominion Resources, Inc. Securities, Series 2005-6, Floating Rate Structured Repackaged Asset-Backed Trust Securities (STRATS) Certificates",NYSE,Unknown,Normal,Yes
GJR,"Synthetic Fixed-Income Securities, Inc. STRATS Trust for Procter&Gamble Securities, Series 2006-1",NYSE,Unknown,Normal,Yes
GJS,"Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities, Series 2006-2",NYSE,Unknown,Normal,Yes
GJT,"Synthetic Fixed-Income Securities, Inc. Floating Rate Structured Repackaged Asset-Backed Trust Securities Certificates, Series 2006-3",NYSE,Unknown,Normal,Yes
GKOS,Glaukos Corporation Common Stock,NYSE,Unknown,Normal,Yes
GL,Globe Life Inc. Common Stock,NYSE,Unknown,Normal,Yes
GLAS,Glass House Brands Inc. Subordinate Voting Shares,NYSE,Unknown,Normal,Yes
GLOB,Globant S.A. Common Shares,NYSE,Unknown,Normal,Yes
GLW,Corning Incorporated Common Stock,NYSE,Unknown,Normal,Yes
GM,General Motors Company Common Stock,NYSE,Unknown,Normal,Yes
GME,GameStop Corporation Common Stock,NYSE,Unknown,Normal,Yes
GMED,"Globus Medical, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
GMRS,GMR Solutions Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
GNE,Genie Energy Ltd. Class B Common Stock Stock,NYSE,Unknown,Normal,Yes
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),NYSE,Unknown,Normal,Yes
GNL,"Global Net Lease, Inc. Common Stock",NYSE,Unknown,Normal,Yes
GNRC,Generac Holdlings Inc. Common Stock,NYSE,Unknown,Normal,Yes
GNT,"GAMCO Natural Resources, Gold & Income Trust",NYSE,Unknown,Normal,Yes
GNW,Genworth Financial Inc Common Stock,NYSE,Unknown,Normal,Yes
GOLD,"Gold.com, Inc. Common Stock",NYSE,Unknown,Normal,Yes
GOLF,Acushnet Holdings Corp. Common Stock,NYSE,Unknown,Normal,Yes
GOOS,Canada Goose Holdings Inc. Subordinate Voting Shares,NYSE,Unknown,Normal,Yes
GOTU,Gaotu Techedu Inc. American Depositary Shares,NYSE,Unknown,Normal,Yes
GPC,Genuine Parts Company Common Stock,NYSE,Unknown,Normal,Yes
GPGI,"GPGI, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
GPI,"Group 1 Automotive, Inc. Common Stock",NYSE,Unknown,Normal,Yes
GPK,Graphic Packaging Holding Company,NYSE,Unknown,Normal,Yes
GPMT,Granite Point Mortgage Trust Inc. Common Stock,NYSE,Unknown,Normal,Yes
GPN,Global Payments Inc. Common Stock,NYSE,Unknown,Normal,Yes
GPOR,Gulfport Energy Corporation Common Shares,NYSE,Unknown,Normal,Yes
GPRK,Geopark Ltd Common Shares,NYSE,Unknown,Normal,Yes
GRBK,"Green Brick Partners, Inc. Common Stock",NYSE,Unknown,Normal,Yes
GRC,Gorman-Rupp Company (The) Common Stock,NYSE,Unknown,Normal,Yes
GRDN,"Guardian Pharmacy Services, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
GRMN,Garmin Ltd. Common Stock (Switzerland),NYSE,Unknown,Normal,Yes
GRND,Grindr Inc. Common Stock,NYSE,Unknown,Normal,Yes
GRNT,"Granite Ridge Resources, Inc. Common Stock",NYSE,Unknown,Normal,Yes
GROV,"Grove Collaborative Holdings, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest,NYSE,Unknown,Normal,Yes
GS,"Goldman Sachs Group, Inc. (The) Common Stock",NYSE,Unknown,Normal,Yes
GSBD,"Goldman Sachs BDC, Inc. Common Stock",NYSE,Unknown,Normal,Yes
GSK,GSK plc American Depositary Shares (Each representing two Ordinary Shares),NYSE,Unknown,Normal,Yes
GSL,Global Ship Lease Inc New Class A Common Shares,NYSE,Unknown,Normal,Yes
GTES,Gates Industrial Corporation plc Ordinary Shares,NYSE,Unknown,Normal,Yes
GTLS,"Chart Industries, Inc. Common Stock",NYSE,Unknown,Normal,Yes
GTN,"Gray Media, Inc. Common Stock",NYSE,Unknown,Normal,Yes
GTN-A,"Gray Media, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
GTY,Getty Realty Corporation Common Stock,NYSE,Unknown,Normal,Yes
GUT,Gabelli Utility Trust (The) Common Stock,NYSE,Unknown,Normal,Yes
GVA,Granite Construction Incorporated Common Stock,NYSE,Unknown,Normal,Yes
GWH,"ESS Tech, Inc. Common Stock",NYSE,Unknown,Normal,Yes
GWRE,"Guidewire Software, Inc. Common Stock",NYSE,Unknown,Normal,Yes
GWW,"W.W. Grainger, Inc. Common Stock",NYSE,Unknown,Normal,Yes
GXO,"GXO Logistics, Inc. Common Stock",NYSE,Unknown,Normal,Yes
H,Hyatt Hotels Corporation Class A Common Stock,NYSE,Unknown,Normal,Yes
HAE,Haemonetics Corporation Common Stock,NYSE,Unknown,Normal,Yes
HAFN,Hafnia Limited Common Shares,NYSE,Unknown,Normal,Yes
HAL,Halliburton Company Common Stock,NYSE,Unknown,Normal,Yes
HASI,"HA Sustainable Infrastructure Capital, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HAWK,"HawkEye 360, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HAYW,"Hayward Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HBB,Hamilton Beach Brands Holding Company Class A Common Stock,NYSE,Unknown,Normal,Yes
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),NYSE,Unknown,Normal,Yes
HCA,"HCA Healthcare, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HCC,"Warrior Met Coal, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HCI,"HCI Group, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HD,"Home Depot, Inc. (The) Common Stock",NYSE,Unknown,Normal,Yes
HDB,HDFC Bank Limited Common Stock,NYSE,Unknown,Normal,Yes
HE,"Hawaiian Electric Industries, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HEI,Heico Corporation Common Stock,NYSE,Unknown,Normal,Yes
HEI-A,Heico Corporation Common Stock,NYSE,Unknown,Normal,Yes
HESM,Hess Midstream LP Class A Representing Limited Partner Interests,NYSE,Unknown,Normal,Yes
HG,"Hamilton Insurance Group, Ltd. Class B Common Shares",NYSE,Unknown,Normal,Yes
HGTY,"Hagerty, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
HGV,Hilton Grand Vacations Inc. Common Stock,NYSE,Unknown,Normal,Yes
HHH,Howard Hughes Holdings Inc. Common Stock,NYSE,Unknown,Normal,Yes
HIG,"The Hartford Insurance Group, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HII,"Huntington Ingalls Industries, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HIMS,"Hims & Hers Health, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
HIPO,Hippo Holdings Inc. Common Stock,NYSE,Unknown,Normal,Yes
HIW,"Highwoods Properties, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HKD,AMTD Digital Inc. American Depositary Shares (every five of which represent two Class A Ordinary Shares),NYSE,Unknown,Normal,Yes
HL,Hecla Mining Company Common Stock,NYSE,Unknown,Normal,Yes
HLF,Herbalife Ltd. Common Shares,NYSE,Unknown,Normal,Yes
HLI,"Houlihan Lokey, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
HLIO,"Helios Technologies, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HLLY,Holley Inc. Common Stock,NYSE,Unknown,Normal,Yes
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),NYSE,Unknown,Normal,Yes
HLT,Hilton Worldwide Holdings Inc. Common Stock,NYSE,Unknown,Normal,Yes
HLX,"Helix Energy Solutions Group, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HMC,"Honda Motor Company, Ltd. Common Stock",NYSE,Unknown,Normal,Yes
HMN,Horace Mann Educators Corporation Common Stock,NYSE,Unknown,Normal,Yes
HMY,Harmony Gold Mining Company Limited,NYSE,Unknown,Normal,Yes
HNGE,"Hinge Health, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
HNI,HNI Corporation Common Stock,NYSE,Unknown,Normal,Yes
HOG,"Harley-Davidson, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HOMB,"Home BancShares, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HOV,"Hovnanian Enterprises, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
HP,"Helmerich & Payne, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HPE,Hewlett Packard Enterprise Company Common Stock,NYSE,Unknown,Normal,Yes
HPP,"Hudson Pacific Properties, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HPQ,HP Inc. Common Stock,NYSE,Unknown,Normal,Yes
HQH,abrdn Healthcare Investors Shares of Beneficial Interest,NYSE,Unknown,Normal,Yes
HQL,abrdn Life Sciences Investors Shares of Beneficial Interest,NYSE,Unknown,Normal,Yes
HR,Healthcare Realty Trust Incorporated Common Stock,NYSE,Unknown,Normal,Yes
HRB,"H&R Block, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HRI,Herc Holdings Inc. Common Stock,NYSE,Unknown,Normal,Yes
HRL,Hormel Foods Corporation Common Stock,NYSE,Unknown,Normal,Yes
HRTG,"Heritage Insurance Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HSBC,"HSBC Holdings, plc. Common Stock",NYSE,Unknown,Normal,Yes
HSHP,Himalaya Shipping Ltd. Common Shares,NYSE,Unknown,Normal,Yes
HSY,The Hershey Company Common Stock,NYSE,Unknown,Normal,Yes
HTB,"HomeTrust Bancshares, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HTGC,"Hercules Capital, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HTH,Hilltop Holdings Inc.,NYSE,Unknown,Normal,Yes
HTT,"High Templar Tech Limited American depositary shares, each representing one Class A ordinary share",NYSE,Unknown,Normal,Yes
HUBB,Hubbell Inc Common Stock,NYSE,Unknown,Normal,Yes
HUBS,"HubSpot, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HUM,Humana Inc. Common Stock,NYSE,Unknown,Normal,Yes
HUN,Huntsman Corporation Common Stock,NYSE,Unknown,Normal,Yes
HUYA,"HUYA Inc. American depositary shares, each  representing one Class A ordinary share",NYSE,Unknown,Normal,Yes
HVT,"Haverty Furniture Companies, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HVT-A,"Haverty Furniture Companies, Inc. Common Stock",NYSE,Unknown,Normal,Yes
HWM,Howmet Aerospace Inc. Common Stock,NYSE,Unknown,Normal,Yes
HXL,Hexcel Corporation Common Stock,NYSE,Unknown,Normal,Yes
HY,"Hyster-Yale, Inc. Class A common stock",NYSE,Unknown,Normal,Yes
HZO,"MarineMax, Inc.  (FL) Common Stock",NYSE,Unknown,Normal,Yes
IAG,Iamgold Corporation Ordinary Shares,NYSE,Unknown,Normal,Yes
IBM,International Business Machines Corporation Common Stock,NYSE,Unknown,Normal,Yes
IBN,ICICI Bank Limited Common Stock,NYSE,Unknown,Normal,Yes
IBP,"Installed Building Products, Inc. Common Stock",NYSE,Unknown,Normal,Yes
IBTA,"Ibotta, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
ICE,Intercontinental Exchange Inc. Common Stock,NYSE,Unknown,Normal,Yes
ICL,ICL Group Ltd. Ordinary Shares,NYSE,Unknown,Normal,Yes
IDA,"IDACORP, Inc. Common Stock",NYSE,Unknown,Normal,Yes
IDT,IDT Corporation Class B Common Stock,NYSE,Unknown,Normal,Yes
IEX,IDEX Corporation Common Stock,NYSE,Unknown,Normal,Yes
IFF,"International Flavors & Fragrances, Inc. Common Stock",NYSE,Unknown,Normal,Yes
IFS,Intercorp Financial Services Inc. Common Shares,NYSE,Unknown,Normal,Yes
IH,"iHuman Inc. American depositary shares, each representing five Class A ordinary shares",NYSE,Unknown,Normal,Yes
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),NYSE,Unknown,Normal,Yes
IHS,IHS Holding Limited Ordinary Shares,NYSE,Unknown,Normal,Yes
IIIN,"Insteel Industries, Inc. Common Stock",NYSE,Unknown,Normal,Yes
IIM,Invesco Value Municipal Income Trust Common Stock,NYSE,Unknown,Normal,Yes
IIPR,"Innovative Industrial Properties, Inc. Common Stock",NYSE,Unknown,Normal,Yes
IMAX,Imax Corporation Common Stock,NYSE,Unknown,Normal,Yes
INFQ,"Infleqtion, Inc. Common Stock",NYSE,Unknown,Normal,Yes
INFY,Infosys Limited American Depositary Shares,NYSE,Unknown,Normal,Yes
ING,"ING Group, N.V. Common Stock",NYSE,Unknown,Normal,Yes
INGM,Ingram Micro Holding Corporation Common Stock,NYSE,Unknown,Normal,Yes
INGR,Ingredion Incorporated Common Stock,NYSE,Unknown,Normal,Yes
INN,"Summit Hotel Properties, Inc. Common Stock",NYSE,Unknown,Normal,Yes
INR,"Infinity Natural Resources, Inc. Class A Common Stock",NYSE,Unknown,Normal,Yes
INSP,"Inspire Medical Systems, Inc. Common Stock",NYSE,Unknown,Normal,Yes
INSW,"International Seaways, Inc. Common Stock",NYSE,Unknown,Normal,Yes
INVH,Invitation Homes Inc. Common Stock,NYSE,Unknown,Normal,Yes
INVX,"Innovex International, Inc. Common Stock",NYSE,Unknown,Normal,Yes
IONQ,"IonQ, Inc. Common Stock",NYSE,Unknown,Normal,Yes
IOT,Samsara Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
IP,International Paper Company Common Stock,NYSE,Unknown,Normal,Yes
IPI,"Intrepid Potash, Inc Common Stock",NYSE,Unknown,Normal,Yes
IQI,Invesco Quality Municipal Income Trust Common Stock,NYSE,Unknown,Normal,Yes
IQV,"IQVIA Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
IR,Ingersoll Rand Inc. Common Stock,NYSE,Unknown,Normal,Yes
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,NYSE,Unknown,Normal,Yes
IRS,IRSA Inversiones Y Representaciones S.A. Global Depositary Shares (Each representing ten shares of Common Stock),NYSE,Unknown,Normal,Yes
IRT,"Independence Realty Trust, Inc. Common Stock",NYSE,Unknown,Normal,Yes
IT,"Gartner, Inc. Common Stock",NYSE,Unknown,Normal,Yes
ITGR,Integer Holdings Corporation Common Stock,NYSE,Unknown,Normal,Yes
ITT,ITT Inc. Common Stock,NYSE,Unknown,Normal,Yes
ITW,Illinois Tool Works Inc. Common Stock,NYSE,Unknown,Normal,Yes
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,NYSE,Unknown,Normal,Yes
IVT,InvenTrust Properties Corp. Common Stock,NYSE,Unknown,Normal,Yes
IVZ,Invesco Ltd Common Stock,NYSE,Unknown,Normal,Yes
IX,ORIX Corporation American Depositary Shares,NYSE,Unknown,Normal,Yes
J,Jacobs Solutions Inc. Common Stock,NYSE,Unknown,Normal,Yes
JAN,"Janus Living, Inc. Class A-1 Common Stock",NYSE,Unknown,Normal,Yes
JBGS,JBG SMITH Properties Common Shares,NYSE,Unknown,Normal,Yes
JBI,"Janus International Group, Inc. Common Stock",NYSE,Unknown,Normal,Yes
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,NYSE,Unknown,Normal,Yes
JBL,Jabil Inc. Common Stock,NYSE,Unknown,Normal,Yes
JBS,JBS N.V. Class A Common Shares,NYSE,Unknown,Normal,Yes
JBTM,JBT Marel Corporation Common Stock,NYSE,Unknown,Normal,Yes
JCI,Johnson Controls International plc Ordinary Share,NYSE,Unknown,Normal,Yes
JEF,Jefferies Financial Group Inc. Common Stock,NYSE,Unknown,Normal,Yes
JELD,"JELD-WEN Holding, Inc. Common Stock",NYSE,Unknown,Normal,Yes
JHI,John Hancock Investors Trust Common Stock,NYSE,Unknown,Normal,Yes
JHS,John Hancock Income Securities Trust Common Stock,NYSE,Unknown,Normal,Yes
JHX,James Hardie Industries plc. Ordinary Shares,NYSE,Unknown,Normal,Yes
JILL,"J. Jill, Inc. Common Stock",NYSE,Unknown,Normal,Yes
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),NYSE,Unknown,Normal,Yes
JLL,Jones Lang LaSalle Incorporated Common Stock,NYSE,Unknown,Normal,Yes
JMIA,"Jumia Technologies AG American Depositary Shares, each representing two Ordinary Shares",NYSE,Unknown,Normal,Yes
JNJ,Johnson & Johnson Common Stock,NYSE,Unknown,Normal,Yes
JOBY,"Joby Aviation, Inc. Common Stock",NYSE,Unknown,Normal,Yes
JOE,St. Joe Company (The) Common Stock,NYSE,Unknown,Normal,Yes
JPM,JP Morgan Chase & Co. Common Stock,NYSE,Unknown,Normal,Yes
JXN,Jackson Financial Inc. Class A Common Stock,NYSE,Unknown,Normal,Yes
KAI,Kadant Inc Common Stock,NYSE,Unknown,Normal,Yes
KB,KB Financial Group Inc,NYSE,Unknown,Normal,Yes
KBDC,"Kayne Anderson BDC, Inc. Common Stock",NYSE,Unknown,Normal,Yes
KBH,KB Home Common Stock,NYSE,Unknown,Normal,Yes
KBR,"KBR, Inc. Common Stock",NYSE,Unknown,Normal,Yes
KD,"Kyndryl Holdings, Inc. Common Stock",NYSE,Unknown,Normal,Yes
KEN,Kenon Holdings Ltd. Ordinary Shares,NYSE,Unknown,Normal,Yes
KEP,Korea Electric Power Corporation Common Stock,NYSE,Unknown,Normal,Yes
KEX,Kirby Corporation Common Stock,NYSE,Unknown,Normal,Yes
KEY,KeyCorp Common Stock,NYSE,Unknown,Normal,Yes
KEYS,Keysight Technologies Inc. Common Stock,NYSE,Unknown,Normal,Yes
KFRC,"Kforce, Inc. Common Stock",NYSE,Unknown,Normal,Yes
KFY,Korn Ferry Common Stock,NYSE,Unknown,Normal,Yes
KGC,Kinross Gold Corporation Common Stock,NYSE,Unknown,Normal,Yes
KGS,"Kodiak Gas Services, Inc. Common Stock",NYSE,Unknown,Normal,Yes
KIM,Kimco Realty Corporation (HC) Common Stock,NYSE,Unknown,Normal,Yes
KKR,KKR & Co. Inc. Common Stock,NYSE,Unknown,Normal,Yes
KLAR,Klarna Group plc Ordinary Shares,NYSE,Unknown,Normal,Yes
KLC,"KinderCare Learning Companies, Inc. Common Stock",NYSE,Unknown,Normal,Yes
KMI,"Kinder Morgan, Inc. Common Stock",NYSE,Unknown,Normal,Yes
KMPR,Kemper Corporation,NYSE,Unknown,Normal,Yes
KMT,Kennametal Inc. Common Stock,NYSE,Unknown,Normal,Yes
